FishID,GroupID,Rank,LC_Adj,TL,Init_TL,Diff_TL,Perc_change_TL,R2_Shrink,R1_Shrink,Shrinking,Size_R2R1_Initial,Max_Temp_LC,Max_Temp_LC_INIT
B27_1,B27,1,1,69.67,75,-5.33,-7.106666667,,1,1,0.72,32.544,31.865
B28_1,B28,1,4,65.67,70.33,-4.67,-6.640125124,,1,1,0.763116735,30.2,31.66
LY272_2,LY272,2,1,59,63,-4,-6.349206349,1,,1,0.84,32.668,31.87225
O142_1,O142,1,2,74.5,78.5,-4,-5.095541401,,1,1,0.713375796,32.97,32.145
B40_1,B40,1,5,70.5,74,-3.5,-4.72972973,,1,1,,27.75525,30.09
B49_2,B49,2,2,58.67,61,-2.33,-3.819672131,1,,1,0.85915493,32.544,31.78
B33_2,B33,2,1,53.17,55,-1.83,-3.327272727,1,,1,0.820895522,31.98,30.6245
B20_2,B20,2,1,46.5,48,-1.5,-3.125,1,,1,0.864864865,32.74,32.20625
B62_1,B62,1,1,77.5,80,-2.5,-3.125,,1,1,0.7875,33.03,33.02
LY79_2,LY79,2,1,49.5,51,-1.5,-2.941176471,1,,1,0.772727273,32.258,31.94575
B62_2,B62,2,1,61.33,63,-1.67,-2.650793651,1,,1,0.7875,33.03,33.02
B68_2,B68,2,2,63.83,65.5,-1.67,-2.549618321,1,,1,0.793939394,32.45,32.007
B32_2,B32,2,5,32,32.83,-0.83,-2.528175449,1,,1,0.637475728,27.73625,30.2
LY399_1,LY399,1,1,78.17,80,-1.83,-2.2875,,1,1,0.7625,32.042,31.32175
B48_1,B48,1,2,79.17,81,-1.83,-2.259259259,,1,1,0.724320988,33.073,32.587
B54_2,B54,2,1,52.83,54,-1.17,-2.166666667,1,,1,0.9,33.083,33.27675
LY357_1,LY357,1,1,71.5,73,-1.5,-2.054794521,,1,1,0.801369863,32.77,32.94025
B46_1,B46,1,5,80.33,82,-1.67,-2.036585366,,1,1,0.782560976,27.786,30.37
B80_2,B80,2,2,50.5,51.5,-1,-1.941747573,1,,1,0.811023622,32.6,32.353
B32_2,B32,2,1,26.5,27,-0.5,-1.851851852,1,,1,0.586956522,32.495,31.73275
B46_2,B46,2,5,63,64.17,-1.17,-1.823281907,1,,1,0.782560976,27.786,30.37
B142_2,B142,2,4,54.17,55.17,-1,-1.8125793,1,,1,0.743831738,30.427,31.96
LY85_2,LY85,2,1,46.17,47,-0.83,-1.765957447,1,,1,0.796610169,32.61,32.77275
B34_1,B34,1,4,56.17,57.17,-1,-1.749169145,,1,1,0.792898373,30.2,31.57
B35_2,B35,2,1,47.17,48,-0.83,-1.729166667,1,,1,0.768,31.978,31.6745
LY272_2,LY272,2,4,58.83,59.83,-1,-1.671402307,1,,1,0.773697142,30.227,31.72
LY529B016_2,LY529B016,2,2,59,60,-1,-1.666666667,1,,1,0.769230769,32.39,32.962
B31_1,B31,1,3,79.17,80.5,-1.33,-1.652173913,,1,1,0.795031056,31.74,32.67
LY399_2,LY399,2,1,60,61,-1,-1.639344262,1,,1,0.7625,32.042,31.32175
B29_2,B29,2,5,49.83,50.67,-0.83,-1.638050128,1,,1,0.823902439,27.2965,30.2
B49_1,B49,1,3,70.67,71.83,-1.17,-1.628845886,,1,1,0.816789642,31.283,32.544
B004_1,B004,1,1,62,63,-1,-1.587301587,,1,1,0.896825397,32.985,32.89625
B142_1,B142,1,4,73,74.17,-1.17,-1.577457193,,1,1,0.743831738,30.427,31.96
B31_2,B31,2,3,63,64,-1,-1.5625,1,,1,0.795031056,31.74,32.67
LY272_1,LY272,1,4,76.17,77.33,-1.17,-1.51299625,,1,1,0.773697142,30.227,31.72
B27_2,B27,2,3,55.33,56.17,-0.83,-1.477657112,1,,1,0.804382071,31.583,32.687
B71_1,B71,1,1,67.5,68.5,-1,-1.459854015,,1,1,0.729927007,33.008,33.18375
LY344_2,LY344,2,1,56.67,57.5,-0.83,-1.443478261,1,,1,0.827338129,32.992,33.4885
B48_2,B48,2,5,58,58.83,-0.83,-1.410844807,1,,1,0.741585781,27.649,30.41
LY103_2,LY103,2,5,49.17,49.83,-0.67,-1.344571543,1,,1,0.70351546,27.411,30.2
B006_1,B006,1,4,62.17,63,-0.83,-1.317460317,,1,1,0.709047619,30.28,31.76
B010_2,B010,2,1,53.33,54,-0.67,-1.240740741,1,,1,0.692307692,33.04,33.3092
LY97_2,LY97,2,1,53.33,54,-0.67,-1.240740741,1,,1,0.771428571,32.223,32.013
SY517_2,SY517,2,4,56.5,57.17,-0.67,-1.171943327,1,,1,0.772567568,30.24,32.088
O36_2,O36,2,5,56.67,57.33,-0.67,-1.168672597,1,,1,0.7644,28.41975,30.415
B20_1,B20,1,5,57,57.67,-0.67,-1.161782556,,1,1,0.820704006,27.65775,30.09
B64_2,B64,2,1,57.33,58,-0.67,-1.155172414,1,,1,0.828571429,33.658,33.91575
B60_1,B60,1,4,59,59.67,-0.67,-1.122842299,,1,1,0.818334171,30.102,31.635
B24_2,B24,2,5,45.83,46.33,-0.5,-1.079214332,1,,1,0.776437071,27.0295,30.03
B003_1,B003,1,3,62.17,62.83,-0.67,-1.066369569,,1,1,,31.39,32.28
B31_2,B31,2,5,64,64.67,-0.67,-1.036029071,1,,1,0.806660846,28.46475,30.37
B29_2,B29,2,1,49,49.5,-0.5,-1.01010101,1,,1,0.868421053,32.587,31.5945
B33_1,B33,1,2,66.33,67,-0.67,-1,,1,1,0.79358209,32.704,31.98
B38_2,B38,2,5,50.17,50.67,-0.5,-0.986777186,1,,1,0.739708029,28.8635,30.5
LY394_2,LY394,2,1,50.5,51,-0.5,-0.980392157,1,,1,0.662337662,32.242,31.69925
B59_1,B59,1,5,51,51.5,-0.5,-0.970873786,,1,1,,27.94614286,30.24
B007_2,B007,2,4,53.33,53.83,-0.5,-0.928850084,1,,1,0.727432432,30.28,31.87
SY517_1,SY517,1,4,73.33,74,-0.67,-0.905405405,,1,1,0.772567568,30.24,32.088
B60_1,B60,1,1,55,55.5,-0.5,-0.900900901,,1,1,0.882882883,32.337,31.308
B005_2,B005,2,4,55.83,56.33,-0.5,-0.887626487,1,,1,0.797085043,30.18,31.49
B004_2,B004,2,1,56,56.5,-0.5,-0.884955752,1,,1,0.896825397,32.985,32.89625
LY347_2,LY347,2,1,56,56.5,-0.5,-0.884955752,1,,1,0.733766234,32.478,32.1735
LY353B002_1,LY353B002,1,5,75.67,76.33,-0.67,-0.877767588,,1,1,0.783833355,28.709,30.543
O36_2,O36,2,2,56.5,57,-0.5,-0.877192982,1,,1,0.777308059,32.685,32.333
LY529B016_1,LY529B016,1,3,77.33,78,-0.67,-0.858974359,,1,1,0.756410256,32.068,32.39
B64_2,B64,2,3,57.83,58.33,-0.5,-0.85719184,1,,1,0.821549296,32.055,32.753
LY344_2,LY344,2,5,57.83,58.33,-0.5,-0.85719184,1,,1,0.825385595,29.3885,30.457
B59_2,B59,2,2,38.17,38.5,-0.33,-0.857142857,1,,1,0.772626932,32.405,32.393
B008_1,B008,1,5,77.83,78.5,-0.67,-0.853503185,,1,1,0.796178344,28.112,30.2
B49_2,B49,2,5,60,60.5,-0.5,-0.826446281,1,,1,,27.85857143,30.26
B83_2,B83,2,1,60,60.5,-0.5,-0.826446281,1,,1,0.828767123,32.78,32.896
B83_2,B83,2,3,60.33,60.83,-0.5,-0.821962847,1,,1,0.807513607,31.615,32.887
B003_1,B003,1,5,63,63.5,-0.5,-0.787401575,,1,1,,28.44,30.11
B38_1,B38,1,1,63,63.5,-0.5,-0.787401575,,1,1,0.771653543,31.978,31.6745
LY363_1,LY363,1,4,63.83,64.33,-0.5,-0.777242344,,1,1,0.779884968,30.545,31.53
B006_2,B006,2,5,44.83,45.17,-0.33,-0.730573389,1,,1,0.726556217,28.128,30.28
B28_1,B28,1,3,70.33,70.83,-0.5,-0.705915572,,1,1,0.755329663,31.66,32.625
LY103_1,LY103,1,1,70.5,71,-0.5,-0.704225352,,1,1,0.591549296,32.148,30.677
LY479_1,LY479,1,4,70.5,71,-0.5,-0.704225352,,1,1,,30.46,31.47
B69_2,B69,2,1,47.17,47.5,-0.33,-0.694736842,1,,1,0.805084746,32.28,32.04
B69_2,B69,2,4,47.67,48,-0.33,-0.6875,1,,1,0.784698382,30.26,31.11
O36_1,O36,1,2,72.83,73.33,-0.5,-0.681849175,,1,1,0.777308059,32.685,32.333
B142_1,B142,1,2,73,73.5,-0.5,-0.680272109,,1,1,0.741496599,32.588,32.762
B142_1,B142,1,1,73.5,74,-0.5,-0.675675676,,1,1,0.716216216,32.762,32.14375
B60_2,B60,2,2,48.67,49,-0.33,-0.673469388,1,,1,0.890909091,32.644,32.337
LY353B002_1,LY353B002,1,3,75.17,75.67,-0.5,-0.660763843,,1,1,0.770847099,31.457,32.678
LY363_2,LY363,2,5,50,50.33,-0.33,-0.655672561,1,,1,0.788500705,28.819,30.545
LY386_1,LY386,1,2,76,76.5,-0.5,-0.653594771,,1,1,0.718954248,32.74,32.665
LY272_1,LY272,1,3,77.33,77.83,-0.5,-0.6424258,,1,1,0.753822434,31.72,32.868
LY79_2,LY79,2,4,51.5,51.83,-0.33,-0.636696894,1,,1,0.762205882,30.457,31.27
B46_1,B46,1,1,78.5,79,-0.5,-0.632911392,,1,1,0.784810127,32.623,32.035
B011_2,B011,2,5,52,52.33,-0.33,-0.630613415,1,,1,0.762050386,28.791,30.18
B46_1,B46,1,3,79.83,80.33,-0.5,-0.622432466,,1,1,0.782148637,31.42,33.159
LY399_1,LY399,1,5,79.83,80.33,-0.5,-0.622432466,,1,1,0.763475663,28.31725,30.443
