FishID,GroupID,Rank,LC_Adj,Init_TL,Diff_TL,Perc_change_TL,Shrink,Growth_ThreeGroups,Dev_Temp_LC,M_Temp_LC,Max_Temp_LC,Dev_Temp_LC_INIT,M_Temp_LC_INIT,Max_Temp_LC_INIT
B58_2,B58,2,1,59,0,0,0,2,1.447,31.469,32.19,1.602,30.72925,31.5515
B58_2,B58,2,3,59.83,0,0,0,2,0.946,30.721,31.403,1.1,32.058,32.573
B58_2,B58,2,5,59.67,0.5,0.837942014,0,2,1.07075,27.59475,28.2965,0.79,29.825,30.41
B58_2,B58,2,2,59,0.83,1.406779661,0,2,1.1,32.058,32.573,1.447,31.469,32.19
B59_1,B59,1,5,51.5,-0.5,-0.970873786,1,3,1.088857143,27.70857143,27.94614286,0.68,29.877,30.24
B59_1,B59,1,1,50,-0.17,-0.34,1,3,1.123,31.753,32.393,1.149692308,31.12785714,31.33971429
B59_1,B59,1,3,51.17,0,0,0,3,1.433,30.952,31.96,0.915,31.987,32.405
B59_1,B59,1,4,51.17,0.33,0.644909126,0,3,0.68,29.877,30.24,1.433,30.952,31.96
B59_1,B59,1,2,49.83,1.33,2.669074855,0,3,0.915,31.987,32.405,1.123,31.753,32.393
B59_2,B59,2,2,38.5,-0.33,-0.857142857,1,2,0.915,31.987,32.405,1.123,31.753,32.393
B59_2,B59,2,3,38.17,0,0,0,2,1.433,30.952,31.96,0.915,31.987,32.405
B59_2,B59,2,1,37.5,1,2.666666667,0,2,1.123,31.753,32.393,1.149692308,31.12785714,31.33971429
B60_1,B60,1,4,59.67,-0.67,-1.122842299,1,3,0.389,29.878,30.102,0.855,31.005,31.635
B60_1,B60,1,1,55.5,-0.5,-0.900900901,1,3,1.053,31.683,32.337,1.3825,30.783,31.308
B60_1,B60,1,5,59,1,1.694915254,0,3,0.83625,27.474,27.451,0.389,29.878,30.102
B60_1,B60,1,3,58.33,1.33,2.280130293,0,3,0.855,31.005,31.635,1.048,32.208,32.644
B60_1,B60,1,2,55,3.33,6.054545455,0,3,1.048,32.208,32.644,1.053,31.683,32.337
B60_2,B60,2,2,49,-0.33,-0.673469388,1,3,1.048,32.208,32.644,1.053,31.683,32.337
B60_2,B60,2,5,49.83,-0.17,-0.341159944,1,3,0.83625,27.474,27.451,0.389,29.878,30.102
B60_2,B60,2,1,49,0,0,0,3,1.053,31.683,32.337,1.3825,30.783,31.308
B60_2,B60,2,3,48.67,0.17,0.349291144,0,3,0.855,31.005,31.635,1.048,32.208,32.644
B60_2,B60,2,4,48.83,1,2.04792136,0,3,0.389,29.878,30.102,0.855,31.005,31.635
B61_1,B61,1,2,58.5,3,5.128205128,0,1,1.108,32.271,32.828,1.71,31.792,32.77
B61_1,B61,1,1,55.5,3,5.405405405,0,1,1.71,31.792,32.77,1.964682927,30.8104,32.088
B61_2,B61,2,2,37.5,-0.17,-0.453333333,1,2,1.108,32.271,32.828,1.71,31.792,32.77
B61_2,B61,2,4,38.67,1,2.585983967,0,2,0.64,29.974,30.28,0.938,30.937,31.668
B61_2,B61,2,3,37.33,1.33,3.562818109,0,2,0.938,30.937,31.668,1.108,32.271,32.828
B61_2,B61,2,1,36,1.5,4.166666667,0,2,1.71,31.792,32.77,1.964682927,30.8104,32.088
B61_2,B61,2,5,39.67,2.33,5.873456012,0,2,1.202333333,27.4164,27.773,0.64,29.974,30.28
B62_1,B62,1,1,80,-2.5,-3.125,1,3,2.513,31.606,33.03,2.6145,30.48925,33.02
B62_1,B62,1,3,78.33,-0.17,-0.217030512,1,3,1.013,31.18,31.757,1,32.204,32.518
B62_1,B62,1,5,78.33,0.17,0.217030512,0,3,1.33075,27.57575,28.669,0.797,30.005,30.383
B62_1,B62,1,4,78.17,0.17,0.217474735,0,3,0.797,30.005,30.383,1.013,31.18,31.757
B62_1,B62,1,2,77.5,0.83,1.070967742,0,3,1,32.204,32.518,2.513,31.606,33.03
B62_2,B62,2,1,63,-1.67,-2.650793651,1,2,2.513,31.606,33.03,2.6145,30.48925,33.02
B62_2,B62,2,2,61.33,0,0,0,2,1,32.204,32.518,2.513,31.606,33.03
B62_2,B62,2,4,61.5,0.17,0.276422764,0,2,0.797,30.005,30.383,1.013,31.18,31.757
B62_2,B62,2,3,61.33,0.17,0.277188978,0,2,1.013,31.18,31.757,1,32.204,32.518
B64_1,B64,1,5,73.33,-0.33,-0.450020455,1,2,1.69175,28.1245,28.71725,0.72,30.171,30.425
B64_1,B64,1,2,71,0,0,0,2,1.209,32.071,32.753,3.526,31.968,33.658
B64_1,B64,1,3,71,1,1.408450704,0,2,1.312,31.53,32.055,1.209,32.071,32.753
B64_1,B64,1,1,70,1,1.428571429,0,2,3.526,31.968,33.658,3.7705,31.0905,33.91575
B64_1,B64,1,4,72,1.33,1.847222222,0,2,0.72,30.171,30.425,1.312,31.53,32.055
B64_2,B64,2,1,58,-0.67,-1.155172414,1,3,3.526,31.968,33.658,3.7705,31.0905,33.91575
B64_2,B64,2,3,58.33,-0.5,-0.85719184,1,3,1.312,31.53,32.055,1.209,32.071,32.753
B64_2,B64,2,5,58.67,0,0,0,3,1.69175,28.1245,28.71725,0.72,30.171,30.425
B64_2,B64,2,4,57.83,0.83,1.435241224,0,3,0.72,30.171,30.425,1.312,31.53,32.055
B64_2,B64,2,2,57.33,1,1.744287459,0,3,1.209,32.071,32.753,3.526,31.968,33.658
B68_1,B68,1,2,82.5,0,0,0,1,0.85,32.061,32.45,0.655,31.544,32.007
B68_1,B68,1,5,83.5,0,0,0,1,0.725805143,27.71625,27.97025,0.73,29.874,30.2
B68_1,B68,1,4,83,0.5,0.602409639,0,1,0.73,29.874,30.2,0.627,30.776,31.23
B68_1,B68,1,3,82.5,0.5,0.606060606,0,1,0.627,30.776,31.23,0.85,32.061,32.45
B68_1,B68,1,1,82,0.5,0.609756098,0,1,0.655,31.544,32.007,0.715,30.86375,31.29075
B68_2,B68,2,2,65.5,-1.67,-2.549618321,1,2,0.85,32.061,32.45,0.655,31.544,32.007
B68_2,B68,2,1,65.5,0,0,0,2,0.655,31.544,32.007,0.715,30.86375,31.29075
B68_2,B68,2,4,65.17,0.17,0.260856222,0,2,0.73,29.874,30.2,0.627,30.776,31.23
B68_2,B68,2,5,65.33,0.33,0.505127813,0,2,0.725805143,27.71625,27.97025,0.73,29.874,30.2
B68_2,B68,2,3,63.83,1.33,2.083659721,0,2,0.627,30.776,31.23,0.85,32.061,32.45
B69_1,B69,1,5,62.33,-0.33,-0.529440077,1,2,0.8335,27.769,28.3,0.747,29.866,30.26
B69_1,B69,1,3,61,0.17,0.278688525,0,2,0.537,30.816,31.11,1.113,32.035,32.53
B69_1,B69,1,2,60,1,1.666666667,0,2,1.113,32.035,32.53,0.937,31.635,32.28
B69_1,B69,1,1,59,1,1.694915254,0,2,0.937,31.635,32.28,1.12,31.032,32.04
B69_1,B69,1,4,61.17,1.17,1.912702305,0,2,0.747,29.866,30.26,0.537,30.816,31.11
B69_2,B69,2,1,47.5,-0.33,-0.694736842,1,3,0.937,31.635,32.28,1.12,31.032,32.04
B69_2,B69,2,4,48,-0.33,-0.6875,1,3,0.747,29.866,30.26,0.537,30.816,31.11
B69_2,B69,2,3,48,0,0,0,3,0.537,30.816,31.11,1.113,32.035,32.53
B69_2,B69,2,5,47.67,0.17,0.356618418,0,3,0.8335,27.769,28.3,0.747,29.866,30.26
B69_2,B69,2,2,47.17,0.83,1.759592962,0,3,1.113,32.035,32.53,0.937,31.635,32.28
B71_1,B71,1,1,68.5,-1,-1.459854015,1,2,2.308,31.686,33.008,2.726,31.05725,33.18375
B71_1,B71,1,3,68.5,0,0,0,2,0.745,30.95,31.335,1.129,32.124,32.774
B71_1,B71,1,4,68.5,0,0,0,2,0.293,30.059,30.22,0.745,30.95,31.335
B71_1,B71,1,2,67.5,1,1.481481481,0,2,1.129,32.124,32.774,2.308,31.686,33.008
B71_1,B71,1,5,68.5,1.67,2.437956204,0,2,1.11875,28.02975,28.28225,0.293,30.059,30.22
B71_2,B71,2,5,52.17,-0.17,-0.325857773,1,2,1.11875,28.02975,28.28225,0.293,30.059,30.22
B71_2,B71,2,4,51.83,0.33,0.636696894,0,2,0.293,30.059,30.22,0.745,30.95,31.335
B71_2,B71,2,3,51.5,0.33,0.640776699,0,2,0.745,30.95,31.335,1.129,32.124,32.774
B71_2,B71,2,2,51,0.5,0.980392157,0,2,1.129,32.124,32.774,2.308,31.686,33.008
B71_2,B71,2,1,50,1,2,0,2,2.308,31.686,33.008,2.726,31.05725,33.18375
B78_1,B78,1,2,46,0.17,0.369565217,0,1,1.579,31.994,32.952,1.263,31.76,32.32
B78_1,B78,1,1,45.5,0.5,1.098901099,0,1,1.263,31.76,32.32,1.706,31.27175,30.632
B78_1,B78,1,5,51.33,2,3.896356906,0,1,1.248,28.12625,27.189,0.693,30.008,30.313
B78_1,B78,1,3,46.17,2.5,5.414771497,0,1,1.457,30.959,32.087,1.579,31.994,32.952
B78_1,B78,1,4,48.67,2.67,5.485925622,0,1,0.693,30.008,30.313,1.457,30.959,32.087
B78_2,B78,2,5,41,0,0,0,1,1.248,28.12625,27.189,0.693,30.008,30.313
B78_2,B78,2,2,36.33,0.5,1.376273053,0,1,1.579,31.994,32.952,1.263,31.76,32.32
B78_2,B78,2,1,35,1.33,3.8,0,1,1.263,31.76,32.32,1.706,31.27175,30.632
B78_2,B78,2,3,36.83,1.83,4.968775455,0,1,1.457,30.959,32.087,1.579,31.994,32.952
B78_2,B78,2,4,38.67,2.33,6.025342643,0,1,0.693,30.008,30.313,1.457,30.959,32.087
B79_1,B79,1,3,73.5,0.17,0.231292517,0,1,1.385,30.798,31.8,1.39,31.852,32.45
B79_1,B79,1,2,73,0.5,0.684931507,0,1,1.39,31.852,32.45,0.604,31.511,31.684
B79_1,B79,1,5,75.17,0.83,1.104163895,0,1,0.97475,27.9025,27.2105,0.52,29.859,30.16
B79_1,B79,1,4,73.67,1.5,2.036106963,0,1,0.52,29.859,30.16,1.385,30.798,31.8
B79_1,B79,1,1,71.5,1.5,2.097902098,0,1,0.604,31.511,31.684,1.039,30.9075,29.8215
B79_2,B79,2,2,60.5,0,0,0,1,1.39,31.852,32.45,0.604,31.511,31.684
B79_2,B79,2,4,61.17,0,0,0,1,0.52,29.859,30.16,1.385,30.798,31.8
B79_2,B79,2,5,61.17,0,0,0,1,0.97475,27.9025,27.2105,0.52,29.859,30.16
B79_2,B79,2,3,60.5,0.67,1.107438017,0,1,1.385,30.798,31.8,1.39,31.852,32.45
B79_2,B79,2,1,59,1.5,2.542372881,0,1,0.604,31.511,31.684,1.039,30.9075,29.8215
B80_1,B80,1,4,64.67,0,0,0,1,1.043,29.778,30.598,1.015,30.78,31.47
B80_1,B80,1,5,64.67,0.33,0.510282975,0,1,1.12775,27.47375,28.75775,1.043,29.778,30.598
B80_1,B80,1,3,64.33,0.33,0.512979947,0,1,1.015,30.78,31.47,0.9,32.087,32.6
B80_1,B80,1,1,63,0.5,0.793650794,0,1,1.553,31.556,32.353,1.4815,30.79425,31.95525
B80_1,B80,1,2,63.5,0.83,1.307086614,0,1,0.9,32.087,32.6,1.553,31.556,32.353
B80_2,B80,2,2,51.5,-1,-1.941747573,1,3,0.9,32.087,32.6,1.553,31.556,32.353
B80_2,B80,2,5,51.17,-0.17,-0.332225914,1,3,1.12775,27.47375,28.75775,1.043,29.778,30.598
B80_2,B80,2,4,51.17,0,0,0,3,1.043,29.778,30.598,1.015,30.78,31.47
B80_2,B80,2,3,50.5,0.67,1.326732673,0,3,1.015,30.78,31.47,0.9,32.087,32.6
B80_2,B80,2,1,49.5,2,4.04040404,0,3,1.553,31.556,32.353,1.4815,30.79425,31.95525
B83_1,B83,1,5,76.83,0.5,0.650787453,0,1,2.05725,27.98725,29.74,1.59,29.848,31.1
B83_1,B83,1,4,76.17,0.67,0.879611396,0,1,1.59,29.848,31.1,3.132,30.61,31.615
B83_1,B83,1,3,75.33,0.83,1.101818665,0,1,3.132,30.61,31.615,1.417,31.927,32.887
B83_1,B83,1,2,74.5,0.83,1.11409396,0,1,1.417,31.927,32.887,2.09,31.594,32.78
B83_1,B83,1,1,73,1.5,2.054794521,0,1,2.09,31.594,32.78,2.0035,31.26475,32.896
B83_2,B83,2,1,60.5,-0.5,-0.826446281,1,3,2.09,31.594,32.78,2.0035,31.26475,32.896
B83_2,B83,2,3,60.83,-0.5,-0.821962847,1,3,3.132,30.61,31.615,1.417,31.927,32.887
B83_2,B83,2,5,61.17,0,0,0,3,2.05725,27.98725,29.74,1.59,29.848,31.1
B83_2,B83,2,4,60.33,0.83,1.375766617,0,3,1.59,29.848,31.1,3.132,30.61,31.615
B83_2,B83,2,2,60,0.83,1.383333333,0,3,1.417,31.927,32.887,2.09,31.594,32.78
LY103_1,LY103,1,1,71,-0.5,-0.704225352,1,3,1.121,31.646,32.148,1.371,31.1535,30.677
LY103_1,LY103,1,2,70.5,-0.33,-0.468085106,1,3,1.04,31.98,32.583,1.121,31.646,32.148
LY103_1,LY103,1,5,70.83,-0.33,-0.465904278,1,3,1.04525,28.0845,27.411,0.54,29.98,30.2
LY103_1,LY103,1,4,70.83,0,0,0,3,0.54,29.98,30.2,1.48,30.84,31.895
LY103_1,LY103,1,3,70.17,0.67,0.954823999,0,3,1.48,30.84,31.895,1.04,31.98,32.583
LY103_2,LY103,2,5,49.83,-0.67,-1.344571543,1,2,1.04525,28.0845,27.411,0.54,29.98,30.2
LY103_2,LY103,2,4,49.5,0.33,0.666666667,0,2,0.54,29.98,30.2,1.48,30.84,31.895
LY103_2,LY103,2,3,49.17,0.33,0.67114094,0,2,1.48,30.84,31.895,1.04,31.98,32.583
LY103_2,LY103,2,2,48.5,0.67,1.381443299,0,2,1.04,31.98,32.583,1.121,31.646,32.148
LY103_2,LY103,2,1,42,6.5,15.47619048,0,2,1.121,31.646,32.148,1.371,31.1535,30.677
LY106_1,LY106,1,5,67.83,-0.33,-0.486510394,1,2,1.11575,28.33225,27.452,0.567,29.998,30.28
LY106_1,LY106,1,4,67.83,0,0,0,2,0.567,29.998,30.28,1.387,30.883,31.947
LY106_1,LY106,1,3,67.67,0.17,0.251219152,0,2,1.387,30.883,31.947,1.347,31.831,32.687
LY106_1,LY106,1,1,65,1,1.538461538,0,2,1.162,31.717,32.188,1.552,31.38475,30.684
LY106_1,LY106,1,2,66,1.67,2.53030303,0,2,1.347,31.831,32.687,1.162,31.717,32.188
LY106_2,LY106,2,5,54.17,-0.17,-0.313826841,1,2,1.11575,28.33225,27.452,0.567,29.998,30.28
LY106_2,LY106,2,4,53.83,0.33,0.613041055,0,2,0.567,29.998,30.28,1.387,30.883,31.947
LY106_2,LY106,2,2,52.5,0.33,0.628571429,0,2,1.347,31.831,32.687,1.162,31.717,32.188
LY106_2,LY106,2,1,52,0.5,0.961538462,0,2,1.162,31.717,32.188,1.552,31.38475,30.684
LY106_2,LY106,2,3,52.83,1,1.892863903,0,2,1.387,30.883,31.947,1.347,31.831,32.687
LY249_1,LY249,1,4,65.17,-0.17,-0.260856222,1,3,0.625,29.997,30.37,1.277,31.041,31.933
LY249_1,LY249,1,3,65.33,-0.17,-0.260217358,1,3,1.277,31.041,31.933,1.164,32.207,32.78
LY249_1,LY249,1,5,65,0.17,0.261538462,0,3,1.2505,27.75275,27.8945,0.625,29.997,30.37
LY249_1,LY249,1,2,65,0.33,0.507692308,0,3,1.164,32.207,32.78,1.936,31.732,32.649
LY249_1,LY249,1,1,64,1,1.5625,0,3,1.936,31.732,32.649,2.2055,30.93825,31.7365
LY249_2,LY249,2,3,62.5,0,0,0,1,1.277,31.041,31.933,1.164,32.207,32.78
LY249_2,LY249,2,4,62.5,0,0,0,1,0.625,29.997,30.37,1.277,31.041,31.933
LY249_2,LY249,2,2,62,0.5,0.806451613,0,1,1.164,32.207,32.78,1.936,31.732,32.649
LY249_2,LY249,2,5,62.5,1,1.6,0,1,1.2505,27.75275,27.8945,0.625,29.997,30.37
LY249_2,LY249,2,1,60.5,1.5,2.479338843,0,1,1.936,31.732,32.649,2.2055,30.93825,31.7365
LY252_2,LY252,2,4,62.17,0.17,0.273443783,0,1,0.52,29.851,30.16,0.743,30.734,31.243
LY252_2,LY252,2,5,62.33,0.5,0.802181935,0,1,0,27.46025,27.489,0.52,29.851,30.16
LY252_2,LY252,2,3,61.67,0.5,0.810766986,0,1,0.743,30.734,31.243,0.847,32.102,32.403
LY252_2,LY252,2,1,58,1,1.724137931,0,1,0.243,31.298,31.42,0.4065,30.31475,29.959
LY252_2,LY252,2,2,59,2.67,4.525423729,0,1,0.847,32.102,32.403,0.243,31.298,31.42
LY253_1,LY253,1,4,75.33,0.17,0.225673702,0,1,0.47,29.804,30.09,0.865,30.721,31.335
LY253_1,LY253,1,2,74.67,0.17,0.227668408,0,1,0.86,32.064,32.417,0.973,31.429,32.13
LY253_1,LY253,1,5,75.5,0.5,0.662251656,0,1,0,27.51,27.7775,0.47,29.804,30.09
LY253_1,LY253,1,3,74.83,0.5,0.668181211,0,1,0.865,30.721,31.335,0.86,32.064,32.417
LY253_1,LY253,1,1,73,1.67,2.287671233,0,1,0.973,31.429,32.13,1.168,30.619,31.3785
LY272_1,LY272,1,4,77.33,-1.17,-1.51299625,1,3,0.412,29.951,30.227,1.207,30.888,31.72
LY272_1,LY272,1,3,77.83,-0.5,-0.6424258,1,3,1.207,30.888,31.72,1.154,32.23,32.868
LY272_1,LY272,1,2,78,-0.17,-0.217948718,1,3,1.154,32.23,32.868,1.815,31.722,32.668
LY272_1,LY272,1,5,76.17,0,0,0,3,1.147,27.72775,27.63675,0.412,29.951,30.227
LY272_1,LY272,1,1,75,3,4,0,3,1.815,31.722,32.668,2.186,31.05525,31.87225
LY272_2,LY272,2,1,63,-4,-6.349206349,1,3,1.815,31.722,32.668,2.186,31.05525,31.87225
LY272_2,LY272,2,4,59.83,-1,-1.671402307,1,3,0.412,29.951,30.227,1.207,30.888,31.72
LY272_2,LY272,2,2,59,-0.33,-0.559322034,1,3,1.154,32.23,32.868,1.815,31.722,32.668
LY272_2,LY272,2,5,58.83,1.17,1.988781234,0,3,1.147,27.72775,27.63675,0.412,29.951,30.227
LY272_2,LY272,2,3,58.67,1.17,1.994204875,0,3,1.207,30.888,31.72,1.154,32.23,32.868
LY274B14_1,LY274B14,1,4,72.67,0,0,0,1,0.51,29.817,30.11,0.826,30.711,31.313
LY274B14_1,LY274B14,1,3,72.33,0.33,0.456242223,0,1,0.826,30.711,31.313,1.194,32.014,32.634
LY274B14_1,LY274B14,1,2,71.83,0.5,0.696087986,0,1,1.194,32.014,32.634,1.091,31.498,32.266
LY274B14_1,LY274B14,1,1,70.5,1.33,1.886524823,0,1,1.091,31.498,32.266,1.433,30.834,31.56425
LY274B14_2,LY274B14,2,1,54.5,-0.33,-0.605504587,1,2,1.091,31.498,32.266,1.433,30.834,31.56425
LY274B14_2,LY274B14,2,5,55.83,0.17,0.304495791,0,2,0.90525,27.661,27.66975,0.51,29.817,30.11
LY274B14_2,LY274B14,2,3,55.17,0.17,0.308138481,0,2,0.826,30.711,31.313,1.194,32.014,32.634
LY274B14_2,LY274B14,2,4,55.33,0.5,0.903668896,0,2,0.51,29.817,30.11,0.826,30.711,31.313
LY274B14_2,LY274B14,2,2,54.17,1,1.846040244,0,2,1.194,32.014,32.634,1.091,31.498,32.266
LY344_1,LY344,1,3,70.67,0,0,0,1,1.4,30.932,31.57,0.625,31.822,32.165
LY344_1,LY344,1,4,70.67,0,0,0,1,0.727,30.079,30.457,1.4,30.932,31.57
LY344_1,LY344,1,2,70.33,0.33,0.469216551,0,1,0.625,31.822,32.165,2.206,31.827,32.992
LY344_1,LY344,1,5,70.67,0.67,0.948068487,0,1,1.2395,28.5715,29.3885,0.727,30.079,30.457
LY344_1,LY344,1,1,69.5,0.83,1.194244604,0,1,2.206,31.827,32.992,2.155,31.6385,33.4885
LY344_2,LY344,2,1,57.5,-0.83,-1.443478261,1,3,2.206,31.827,32.992,2.155,31.6385,33.4885
LY344_2,LY344,2,5,58.33,-0.5,-0.85719184,1,3,1.2395,28.5715,29.3885,0.727,30.079,30.457
LY344_2,LY344,2,4,57.83,0.5,0.864603147,0,3,0.727,30.079,30.457,1.4,30.932,31.57
LY344_2,LY344,2,2,56.67,0.5,0.882301041,0,3,0.625,31.822,32.165,2.206,31.827,32.992
LY344_2,LY344,2,3,57.17,0.67,1.171943327,0,3,1.4,30.932,31.57,0.625,31.822,32.165
LY347_1,LY347,1,2,77.83,0,0,0,1,1.416,31.93,32.516,1.123,31.657,32.478
LY347_1,LY347,1,5,79.5,0.5,0.628930818,0,1,1.01475,28.03975,28.3085,0.77,29.933,30.28
LY347_1,LY347,1,4,78.67,0.83,1.055040041,0,1,0.77,29.933,30.28,0.75,30.853,31.38
LY347_1,LY347,1,3,77.83,0.83,1.066426828,0,1,0.75,30.853,31.38,1.416,31.93,32.516
LY347_1,LY347,1,1,77,0.83,1.077922078,0,1,1.123,31.657,32.478,1.446,31.16425,32.1735
LY347_2,LY347,2,1,56.5,-0.5,-0.884955752,1,2,1.123,31.657,32.478,1.446,31.16425,32.1735
LY347_2,LY347,2,2,56,0,0,0,2,1.416,31.93,32.516,1.123,31.657,32.478
LY347_2,LY347,2,4,56.33,0.17,0.301793006,0,2,0.77,29.933,30.28,0.75,30.853,31.38
LY347_2,LY347,2,5,56.5,0.33,0.584070796,0,2,1.01475,28.03975,28.3085,0.77,29.933,30.28
LY347_2,LY347,2,3,56,0.33,0.589285714,0,2,0.75,30.853,31.38,1.416,31.93,32.516
LY353B002_1,LY353B002,1,5,76.33,-0.67,-0.877767588,1,3,1.17975,27.531,28.709,0.952,29.842,30.543
LY353B002_1,LY353B002,1,3,75.67,-0.5,-0.660763843,1,3,0.967,30.831,31.457,0.933,32.076,32.678
LY353B002_1,LY353B002,1,2,75,0.67,0.893333333,0,3,0.933,32.076,32.678,1.867,31.473,32.57
LY353B002_1,LY353B002,1,4,75.17,1.17,1.556471997,0,3,0.952,29.842,30.543,0.967,30.831,31.457
LY353B002_1,LY353B002,1,1,71.5,3.5,4.895104895,0,3,1.867,31.473,32.57,1.8575,30.6,32.36
LY353B002_2,LY353B002,2,5,59.83,-0.33,-0.551562761,1,2,1.17975,27.531,28.709,0.952,29.842,30.543
LY353B002_2,LY353B002,2,1,57.5,0,0,0,2,1.867,31.473,32.57,1.8575,30.6,32.36
LY353B002_2,LY353B002,2,3,58.33,0.17,0.291445225,0,2,0.967,30.831,31.457,0.933,32.076,32.678
LY353B002_2,LY353B002,2,2,57.5,0.83,1.443478261,0,2,0.933,32.076,32.678,1.867,31.473,32.57
LY353B002_2,LY353B002,2,4,58.5,1.33,2.273504274,0,2,0.952,29.842,30.543,0.967,30.831,31.457
LY355B012_1,LY355B012,1,2,68.5,-0.17,-0.248175182,1,2,0.907,32.119,32.45,2.027,31.535,32.697
LY355B012_1,LY355B012,1,1,68.5,0,0,0,2,2.027,31.535,32.697,2.138230769,30.59785714,32.61371429
LY355B012_1,LY355B012,1,4,69,0.17,0.246376812,0,2,0.783,29.919,30.508,1.054,30.907,31.587
LY355B012_1,LY355B012,1,5,69.17,0.33,0.477085442,0,2,1.251285714,27.42357143,28.87014286,0.783,29.919,30.508
LY355B012_1,LY355B012,1,3,68.33,0.67,0.980535636,0,2,1.054,30.907,31.587,0.907,32.119,32.45
LY355B012_2,LY355B012,2,2,56,-0.17,-0.303571429,1,2,0.907,32.119,32.45,2.027,31.535,32.697
LY355B012_2,LY355B012,2,1,56,0,0,0,2,2.027,31.535,32.697,2.138230769,30.59785714,32.61371429
LY355B012_2,LY355B012,2,3,55.83,1.17,2.095647501,0,2,1.054,30.907,31.587,0.907,32.119,32.45
LY357_1,LY357,1,1,73,-1.5,-2.054794521,1,2,2.59,31.479,32.77,2.4635,30.64225,32.94025
LY357_1,LY357,1,5,74.33,0.17,0.228709808,0,2,1.29325,27.91775,29.05375,0.883,29.919,30.37
LY357_1,LY357,1,4,73.83,0.5,0.677231478,0,2,0.883,29.919,30.37,1.07,31.024,31.57
LY357_1,LY357,1,2,71.5,0.83,1.160839161,0,2,0.63,31.793,32.143,2.59,31.479,32.77
LY357_1,LY357,1,3,72.33,1.5,2.073828287,0,2,1.07,31.024,31.57,0.63,31.793,32.143
LY357_2,LY357,2,5,61.33,-0.33,-0.538072721,1,2,1.29325,27.91775,29.05375,0.883,29.919,30.37
LY357_2,LY357,2,1,58.5,0,0,0,2,2.59,31.479,32.77,2.4635,30.64225,32.94025
LY357_2,LY357,2,4,61,0.33,0.540983607,0,2,0.883,29.919,30.37,1.07,31.024,31.57
LY357_2,LY357,2,3,60.67,0.33,0.543926158,0,2,1.07,31.024,31.57,0.63,31.793,32.143
LY357_2,LY357,2,2,58.5,2.17,3.709401709,0,2,0.63,31.793,32.143,2.59,31.479,32.77
LY363_1,LY363,1,4,64.33,-0.5,-0.777242344,1,2,0.84,29.926,30.545,1.043,30.862,31.53
LY363_1,LY363,1,5,63.83,0.17,0.266332446,0,2,1.184,27.6515,28.819,0.84,29.926,30.545
LY363_1,LY363,1,2,63,0.33,0.523809524,0,2,0.963,32.114,32.56,1.89,31.476,32.587
LY363_1,LY363,1,3,63.33,1,1.579030475,0,2,1.043,30.862,31.53,0.963,32.114,32.56
LY363_1,LY363,1,1,61.5,1.5,2.43902439,0,2,1.89,31.476,32.587,1.9515,30.6025,32.397
LY363_2,LY363,2,5,50.33,-0.33,-0.655672561,1,3,1.184,27.6515,28.819,0.84,29.926,30.545
LY363_2,LY363,2,3,50.33,-0.17,-0.337770713,1,3,1.043,30.862,31.53,0.963,32.114,32.56
LY363_2,LY363,2,2,50.5,-0.17,-0.336633663,1,3,0.963,32.114,32.56,1.89,31.476,32.587
LY363_2,LY363,2,4,50.17,0.17,0.338847917,0,3,0.84,29.926,30.545,1.043,30.862,31.53
LY363_2,LY363,2,1,48.5,2,4.12371134,0,3,1.89,31.476,32.587,1.9515,30.6025,32.397
LY372_1,LY372,1,4,67,-0.33,-0.492537313,1,2,0.52,29.946,30.26,1.05,30.868,31.66
LY372_1,LY372,1,2,67,0,0,0,2,0.645,32.271,32.58,1.63,31.77,32.73
LY372_1,LY372,1,3,67,0,0,0,2,1.05,30.868,31.66,0.645,32.271,32.58
LY372_1,LY372,1,5,66.67,0.33,0.494975251,0,2,1.024285714,27.46071429,28.13142857,0.52,29.946,30.26
LY372_1,LY372,1,1,64,3,4.6875,0,2,1.63,31.77,32.73,1.691538462,31.06857143,32.31714286
LY372_2,LY372,2,1,50,0,0,0,1,1.63,31.77,32.73,1.691538462,31.06857143,32.31714286
LY372_2,LY372,2,2,50,0,0,0,1,0.645,32.271,32.58,1.63,31.77,32.73
LY372_2,LY372,2,3,50,1.17,2.34,0,1,1.05,30.868,31.66,0.645,32.271,32.58
LY386_1,LY386,1,2,76.5,-0.5,-0.653594771,1,2,1.04,32.269,32.74,1.605,31.825,32.665
LY386_1,LY386,1,3,76,0.17,0.223684211,0,2,1.003,30.905,31.66,1.04,32.269,32.74
LY386_1,LY386,1,1,76,0.5,0.657894737,0,2,1.605,31.825,32.665,1.818,29.573,31.435
LY386_2,LY386,2,1,54.5,0.5,0.917431193,0,1,1.605,31.825,32.665,1.818,29.573,31.435
LY386_2,LY386,2,3,59.17,2.33,3.937806321,0,1,1.003,30.905,31.66,1.04,32.269,32.74
LY386_2,LY386,2,2,55,4.17,7.581818182,0,1,1.04,32.269,32.74,1.605,31.825,32.665
LY394_1,LY394,1,2,77.67,-0.17,-0.218874726,1,2,1.075,32.153,32.69,1.409,31.462,32.242
LY394_1,LY394,1,3,77.5,0.17,0.219354839,0,2,0.97,30.788,31.43,1.075,32.153,32.69
LY394_1,LY394,1,1,77,0.67,0.87012987,0,2,1.409,31.462,32.242,1.4115,30.602,31.69925
